userId,movieId,rating
4,1037,5
4,1043,5
4,1046,5
4,1061,4
4,1078,4
4,1080,5
4,1101,4
4,1112,4
4,1113,3
4,1117,3
4,1118,3
4,1121,5
4,1126,5
4,1127,4
4,1135,5
4,1254,5
4,1323,4
4,1332,5
4,1407,1
4,1437,5
4,1481,4
4,1482,2
4,1517,5
4,1524,5
4,1530,3
4,1557,5
4,1563,5
4,1565,3
4,1566,2
4,1568,5
4,1581,5
4,1583,4
4,1584,4
4,1596,4
4,1616,3
4,1625,5
4,1639,5
4,1641,5
4,1642,4
4,1648,5
4,1652,5
4,1655,4
4,1657,5
4,1661,5
4,1663,5
4,1670,5
4,1671,3
4,1675,5
4,1685,4
4,1699,5
4,1703,5
4,1717,5
4,1729,5
4,1745,5
4,1790,3
4,1795,5
4,1812,5
4,1882,4
4,1914,4
4,1917,5
4,1920,4
4,1962,5
4,1974,5
4,2045,4
4,2115,5
4,2131,3
4,2148,4
4,2174,5
4,2192,4
4,2219,1
4,2233,5
4,2236,5
4,2249,5
4,2297,3
4,2302,5
4,2306,5
4,2341,5
4,2423,3
4,2438,5
4,2443,4
4,2444,5
4,2469,4
4,2581,2
4,2582,4
4,2608,5
4,2612,4
4,2620,3
4,2622,5
4,3209,2
5,123,4
5,204,3.5
5,250,4.5
5,310,3.5
5,322,4
5,329,4
5,332,4
5,342,4
5,448,4.5
5,520,4
5,522,3.5
5,653,3.5
5,696,2.5
5,725,3.5
5,741,4
5,827,4
5,952,3
5,1002,4
5,1061,4
5,1121,5
5,1132,3.5
5,1200,4.5
5,1235,3.5
5,1337,4
5,1360,4
5,1391,4
5,1487,4.5
5,1531,4
5,1586,1.5
5,1642,5
5,1799,4
5,1816,4
5,1867,3.5
5,1935,4
5,2005,3.5
5,2157,4.5
5,2165,4
5,2213,3.5
5,2219,3.5
5,2341,3.5
5,2408,3.5
5,2554,3.5
5,2720,4
5,3003,3.5
5,3114,4.5
5,3157,3.5
5,3216,4
5,3224,3.5
5,3227,4.5
5,3420,3.5
5,3512,4.5
5,3698,3.5
5,3846,3
5,3872,4.5
5,4082,4.5
5,4148,4
5,4263,4.5
5,4322,3
5,4418,4
5,4513,3.5
5,4603,4
5,4605,4
5,4666,4
5,4760,2.5
5,5394,4
5,5412,4
5,5479,4
5,5972,4.5
5,5974,3.5
5,6117,5
5,6137,4
5,6163,4.5
5,6279,4.5
5,6290,4
6,102,4
6,138,2
6,153,2
6,529,4
6,725,4
6,1005,4.5
6,1040,4.5
6,1103,2
6,1341,2
6,1375,2
6,1564,3
6,1582,4
6,2005,3.5
6,2027,4
6,2063,1
6,2130,2
6,2155,4
6,2319,3
6,3001,1.5
6,3645,1.5
6,3857,1.5
6,4392,5
6,4983,3
6,5473,4
6,5524,3
6,5570,4.5
7,1,3
7,10,3
7,21,3
7,31,3
7,33,4
7,39,4
7,97,3
7,101,5
7,103,4
7,123,4
7,131,4
7,175,2
7,184,3
7,233,5
7,245,3
7,283,2
7,285,5
7,295,3
7,299,3
7,311,3
7,323,3
7,332,3
7,342,3
7,345,4
7,428,4
7,479,4
7,484,3
7,495,4
7,522,4
7,524,4
7,525,3
7,528,3
7,538,3
7,576,4
7,608,5
7,611,2
7,618,1
7,619,1
7,623,5
7,645,3
7,651,2
7,746,4
7,871,4
7,872,4
7,889,3
7,907,3
7,913,4
7,917,5
7,954,5
7,955,3
7,956,5
7,967,5
7,977,4
7,980,5
7,995,4
7,1030,4
7,1033,3
7,1042,4
7,1043,4
7,1046,3
7,1052,3
7,1056,4
7,1061,3
7,1098,3
7,1112,3
7,1114,2
7,1115,4
7,1116,3
7,1117,3
7,1133,3
7,1141,5
7,1144,1
8,32,5
8,46,5
8,49,5
8,101,4
8,233,3.5
8,255,2
8,322,4
8,471,2
8,488,5
8,523,4
8,526,4.5
8,551,4
8,662,3.5
8,696,5
8,955,4
8,967,4
8,976,4
8,1013,4
8,1014,4
8,1025,4
8,1046,4
8,1056,3.5
8,1103,0.5
8,1240,3
8,1289,3.5
8,1295,5
8,1332,4
8,1353,4
8,1391,5
8,1450,3.5
8,1524,5
8,1591,4
8,1661,3
8,1698,3
8,1822,4.5
8,1844,5
8,2005,5
8,2213,4.5
8,2219,2.5
8,2236,4.5
8,2242,3.5
8,2249,3.5
8,2274,3
8,2341,5
8,2375,4
8,2861,5
8,3128,3.5
8,3157,4
8,3200,4
8,3214,4.5
8,3221,3.5
8,3368,5
8,3388,4
8,3804,3.5
8,3846,4.5
8,3855,4
8,3870,3.5
8,3872,3.5
8,3921,5
8,4100,3.5
8,4136,4.5
8,4236,4
8,4256,3
8,4413,3.5
8,4605,4
8,4606,3
8,4844,4
8,4850,3
8,5012,3.5
8,5142,4
8,5524,4.5
8,5570,3
8,6087,3.5
8,6117,4.5
8,6124,4.5
8,6143,4.5
8,6163,3.5
8,6271,3.5
8,6279,3.5
8,6302,2
8,6338,3.5
8,6349,3
9,1,4
9,17,4
9,26,3
9,35,5
9,462,4
9,479,5
9,536,5
9,616,2
9,858,5
9,1102,4
9,1147,3
9,1335,4
9,1686,4
9,1699,4
9,1778,4
9,1795,3
9,1799,3
9,1816,2
9,1822,4
9,1902,4
9,1907,4
9,1937,2
9,1993,3
9,2004,4
9,2036,2
9,2063,5
9,2104,3
9,2213,4
10,132,4
10,285,4
10,525,3
10,617,4
10,881,3
10,892,2
10,905,4
10,954,4
10,955,4
10,956,4
10,958,4
10,967,4
10,995,4
10,1046,4
10,1103,5
10,1156,4
10,1182,3
10,1209,3
10,1283,5
10,1344,3
10,1353,4
10,1459,2
10,1487,5
10,1669,3
10,1856,5
10,1917,4
10,2036,4
10,2063,5
10,2265,3
10,2273,3
10,2310,3
10,2319,4
10,2334,2
10,2406,2
10,2415,3
10,2426,4
11,49,5
11,115,4
11,149,3
11,267,5
11,650,3.5
11,832,4.5
11,959,5
11,1482,3
11,2080,4.5
11,2213,3
11,2731,3
11,4256,3
11,5815,5
11,6520,5
11,6614,4
11,7300,3.5
11,7502,4.5
11,7552,4
11,7619,3
11,7628,4
11,7819,4
11,7927,4.5
11,7929,4.5
11,7932,4
11,8087,4
11,8122,4
11,8157,4
11,8427,5
12,226,3
12,475,1
12,618,4
12,619,3
12,869,3
12,977,5
12,986,2
12,1126,4
12,1304,2
12,1368,3
12,1786,2
12,1867,2
12,1968,4
12,2027,1
12,2136,2
12,2375,4
12,2533,1
12,2554,3
12,2662,1
12,2720,4
12,2774,4
12,3019,2
12,3037,4
12,3038,1
12,3040,3
12,3046,3
12,3061,2
12,3062,2
12,3063,4
12,3073,2
12,3091,3
12,3092,5
12,3094,2
12,3098,3
12,3105,3
12,3106,2
12,4495,4
13,1,5
13,46,2.5
13,101,4
13,250,4
13,285,4.5
13,327,4.5
13,428,3
13,471,3.5
13,476,4
13,521,3
13,524,4
13,741,3.5
13,832,3
13,1014,4
13,1020,2.5
13,1482,3
13,1524,4
13,2063,3
13,2064,3.5
13,2212,4
13,2213,3
13,2249,3
13,2335,3
13,2341,3
13,2507,3
13,2532,4
13,2612,3.5
13,3422,4.5
13,3428,2.5
13,3698,3.5
13,3870,4.5
13,4413,4
13,4605,4.5
13,6893,4.5
13,7090,4.5
13,7246,4
13,7533,4
13,7818,4.5
14,527,1
14,954,4
14,1360,3
14,1600,3
14,1867,2
14,2104,3
14,2174,3
14,2292,2
14,2507,4
14,2539,2
14,2553,5
14,3191,3
14,3193,4
15,1,2
15,2,2
15,6,4
15,10,3
15,11,2.5
15,14,2.5
15,16,3.5
15,17,3
15,21,4.5
15,32,4
15,35,1
15,38,2.5
15,43,3
15,46,5
15,49,5
15,50,2.5
15,59,2
15,66,0.5
15,87,3
15,94,4
15,97,1
15,99,2
15,101,3
15,102,5
15,112,4
15,114,3.5
15,129,5
15,130,3
15,133,1
15,140,0.5
15,141,3
15,142,4
15,143,2
15,144,4
15,145,3
15,152,1
15,155,4
15,156,4
15,164,2
15,171,1
15,174,2
15,185,1.5
15,189,2
15,191,1
15,204,3.5
15,208,4
15,210,3.5
15,219,5
15,220,2
15,225,2
15,226,2
15,238,1
15,267,5
15,275,5
15,276,4
15,277,4
15,283,3
15,284,1
15,285,2
15,289,2.5
15,295,1.5
15,301,2
15,305,2.5
15,308,3
15,315,3
15,319,3
15,321,0.5
15,322,1
15,323,3.5
15,329,4
15,332,2
15,335,3.5
15,336,2
15,337,3
15,338,3.5
15,342,4
15,345,4
15,347,3.5
15,380,1
15,381,4
15,384,3
15,385,1
15,391,4
15,392,1
15,404,3
15,407,5
15,415,2.5
15,420,3
15,428,3
15,429,3
15,431,1
15,433,0.5
15,448,3
15,455,1.5
15,456,2
15,471,2.5
15,473,4
15,480,3
15,484,2
15,486,5
15,493,5
15,499,4
15,500,3.5
15,504,3
15,513,3
15,523,4
15,525,4
15,526,5
15,527,2.5
15,530,2.5
15,561,1.5
15,570,2
15,572,3
15,578,3
15,600,3
15,608,3
15,611,2
15,616,3.5
15,623,3
15,627,4
15,636,2
15,645,2.5
15,649,2.5
15,651,0.5
15,653,1.5
15,656,3
15,657,5
15,659,1
15,676,1
15,680,2
15,693,4
15,696,5
15,700,4
15,726,5
15,731,4
15,732,2.5
15,733,4
15,735,4
15,736,1.5
15,738,1
15,741,3
15,742,3.5
15,744,1
15,745,5
15,746,5
15,747,3
15,752,1
15,774,3
15,803,4
15,825,2
15,840,2
15,841,4
15,858,1.5
15,859,4
15,871,4
15,880,2
15,881,4
15,884,2.5
15,885,2
15,889,4
15,892,3
15,900,1
15,909,2.5
15,913,2.5
15,916,3.5
15,917,3
15,931,4
15,933,3
15,938,3
15,939,4
15,952,5
15,957,1
15,958,4
15,959,3.5
15,961,4
15,964,3
15,965,5
15,966,4.5
15,967,5
15,969,3
15,970,3
15,972,1.5
15,974,2
15,975,4
15,976,3
15,977,1
15,978,5
15,979,4
15,980,4
15,985,4
15,987,4
15,990,4
15,995,3
15,998,2
15,999,5
15,1001,1
15,1002,5
15,1003,3
15,1004,3
15,1006,3
15,1013,4
15,1014,3
15,1015,3
15,1017,1.5
15,1018,4
15,1019,3
15,1020,4
15,1025,5
15,1027,3.5
15,1031,2.5
15,1035,3
15,1036,1
15,1038,3
15,1039,3
15,1042,2
15,1043,4
15,1044,4
15,1045,3
15,1046,4
15,1048,4
15,1051,4
15,1056,3
15,1058,3
15,1061,5
15,1066,3
15,1079,2
15,1080,2
15,1087,2
15,1101,2
15,1111,3
15,1121,2.5
15,1125,3
15,1126,4
15,1132,3.5
15,1133,4
15,1135,4
15,1188,4
15,1194,3
15,1195,1.5
15,1198,3
15,1210,3
15,1213,1
15,1220,3
15,1225,1
15,1226,3
15,1235,1
15,1243,2.5
15,1244,1.5
15,1254,4
15,1258,4
15,1262,2
15,1270,2
15,1280,1
15,1282,3
15,1287,3
15,1288,3
15,1289,5
15,1309,1.5
15,1314,2
15,1316,3
15,1323,3
15,1331,3
15,1343,4.5
15,1347,3
15,1358,4
15,1360,1.5
15,1365,1
15,1371,0.5
15,1375,3.5
15,1378,3.5
15,1379,1
15,1380,3.5
15,1391,2
15,1394,3
15,1398,3
15,1407,3
15,1409,1.5
15,1413,2.5
15,1420,2
15,1438,5
15,1439,4
15,1441,2
15,1450,2
15,1454,1.5
15,1461,3
15,1465,2.5
15,1467,1.5
15,1472,3.5
15,1477,5
15,1479,3.5
15,1481,2
15,1513,3
15,1516,3
15,1517,3
15,1518,4.5
15,1524,3.5
15,1525,3
15,1531,4
15,1557,2.5
15,1563,3
15,1566,3
15,1569,4
15,1573,3
15,1575,1
15,1591,3
15,1616,2
15,1625,4.5
15,1637,3
15,1661,2
15,1669,4.5
15,1676,4
15,1685,2
15,1693,3.5
15,1699,3
15,1704,2
15,1709,3
15,1716,3
15,1717,3
15,1723,3
15,1729,4
15,1745,4
15,1765,4
15,1772,4.5
15,1777,3.5
15,1795,1
15,1805,0.5
15,1812,4
15,1816,2
15,1822,3.5
15,1823,3
15,1829,2
15,1831,3.5
15,1840,2
15,1847,3
15,1850,2
15,1863,1
15,1867,2
15,1871,2
15,1877,3
15,1880,1
15,1882,3.5
15,1889,3
15,1907,2
15,1916,3
15,1917,3.5
15,1924,4.5
15,1935,1.5
15,1938,1
15,1949,2
15,1963,3.5
15,1974,1
15,1984,4
15,1993,1
15,2004,3
15,2005,5
15,2007,0.5
15,2026,2
15,2036,2.5
15,2038,1
15,2039,1
15,2053,3
15,2063,5
15,2064,5
15,2066,1
15,2067,3
15,2071,1
15,2074,1
15,2083,3
15,2085,1
15,2095,1
15,2100,3
15,2104,2.5
15,2115,4
15,2130,2
15,2139,4
15,2145,1
15,2148,1
15,2149,3
15,2161,3
15,2162,1
15,2165,3
15,2166,3
15,2168,1
15,2169,1
15,2170,4
15,2171,1
15,2176,1.5
15,2187,3
15,2212,2
15,2213,1
15,2219,4
15,2240,3.5
15,2260,3
15,2273,1
15,2274,2
15,2289,4
15,2310,1
15,2332,4
15,2335,1
15,2336,4
15,2338,1.5
15,2339,4
15,2341,4
15,2348,4
15,2367,5
15,2369,4
15,2372,1
15,2386,4
15,2395,4
15,2399,4
15,2408,5
15,2410,4
15,2414,1
15,2415,1
15,2416,5
15,2417,2.5
15,2418,2
15,2419,4
15,2426,3
15,2427,3
15,2434,4
15,2437,4
15,2443,4
15,2448,3
15,2454,3
15,2459,4
15,2474,3
15,2477,1
15,2478,3
15,2483,3
15,2497,4
15,2501,4
15,2506,2
15,2507,1
15,2517,4
15,2518,3.5
15,2534,3
15,2535,3
15,2539,1
15,2548,2.5
15,2551,2.5
15,2552,1
15,2554,2
15,2559,1
15,2562,2
15,2582,5
15,2607,2
15,2610,3
15,2612,2
15,2618,4
15,2619,1
15,2622,4
15,2623,5
15,2630,1
15,2632,0.5
15,2638,3
15,2644,4
15,2646,5
15,2647,4
15,2652,3
15,2658,1.5
15,2659,5
15,2666,4
15,2685,2.5
15,2701,3
15,2720,2
15,2721,4
15,2726,1
15,2728,1.5
15,2736,3
15,2741,2.5
15,2753,2.5
15,2764,3
15,2773,4
15,2776,4.5
15,2777,3
15,2781,5
15,2783,0.5
15,2799,4
15,2800,4
15,2805,2
15,2819,3
15,2823,1
15,2825,4
15,2827,1.5
15,2839,2
15,2842,1
15,2850,3
15,2853,4
15,2860,3.5
15,2861,2
15,2888,4
15,2889,2
15,2894,1
15,2895,2
15,2896,3
15,2902,2
15,2903,3.5
15,2905,3.5
15,2906,2
15,2926,2
15,2938,4
15,2981,4
15,2983,5
15,2988,2
15,2995,2.5
15,2998,1
15,3001,1
15,3011,2
15,3024,2
15,3026,4
15,3027,2
15,3028,3
15,3029,3
15,3039,2
15,3040,3
15,3057,2
15,3059,1
15,3060,1
15,3083,3
15,3089,3
15,3110,1
15,3113,3
15,3114,3
15,3123,2
15,3153,3
15,3157,5
15,3158,5
15,3161,4
15,3174,1
15,3176,1
15,3185,1
15,3188,5
15,3189,4
15,3191,1
15,3192,4
15,3193,1
15,3194,3
15,3195,1
15,3198,1
15,3202,1
15,3203,3
15,3208,3.5
15,3213,2
15,3214,1
15,3216,2
15,3219,4
15,3221,2
15,3222,3
15,3223,3
15,3224,3
15,3227,1
15,3230,4
15,3231,2
15,3233,4
15,3234,4
15,3236,1
15,3237,3
15,3248,1
15,3257,4
15,3264,4
15,3267,1
15,3310,1
15,3311,1
15,3316,2
15,3321,1
15,3322,3
15,3368,5
15,3375,4
15,3378,3
15,3379,1
15,3381,2
15,3382,1
15,3388,3
15,3394,1.5
15,3395,4
15,3415,2.5
15,3417,5
15,3421,2
15,3422,3
15,3429,4
15,3442,1
15,3443,2
15,3448,3
15,3457,5
15,3459,1
15,3461,3
15,3462,1
15,3464,3
15,3466,3
15,3471,1
15,3473,3
15,3490,3
15,3511,4
15,3513,1
15,3541,4.5
15,3583,3
15,3629,3
15,3643,1
15,3646,1.5
15,3647,3
15,3652,1
15,3654,2
15,3661,1
15,3666,2
15,3669,4
15,3685,2
15,3694,4
15,3698,4
15,3699,2
15,3706,3
15,3707,4
15,3708,5
15,3711,1
15,3715,3.5
15,3719,1
15,3742,2.5
15,3765,3
15,3769,2.5
15,3781,2
15,3783,2
15,3796,5
15,3802,1.5
15,3804,5
15,3806,3
15,3808,3
15,3811,1
15,3815,4
15,3816,2
15,3817,5
15,3820,4
15,3843,1
15,3855,2
15,3856,2
15,3857,1
15,3861,5
15,3869,1.5
15,3870,5
15,3876,3.5
15,3881,3.5
15,3883,4.5
15,3895,2
15,3928,1
15,3929,4
15,3954,1.5
15,3959,3
15,3964,1
15,3982,2
15,3983,0.5
15,4000,1
15,4002,3
15,4006,1.5
15,4026,1
15,4032,1
15,4034,4.5
15,4040,0.5
15,4042,3
15,4045,3.5
15,4049,1.5
15,4051,2.5
15,4052,0.5
15,4060,2.5
15,4066,3.5
15,4075,3.5
15,4082,1
15,4091,1
15,4092,2.5
15,4099,4
15,4108,2
15,4116,2
15,4120,1.5
15,4122,2
15,4123,1
15,4136,5
15,4140,2
15,4143,1
15,4147,1
15,4148,0.5
15,4154,5
15,4165,1
15,4167,2
15,4170,1
15,4171,3
15,4190,3
15,4193,2
15,4200,3
15,4207,2.5
15,4227,3.5
15,4228,1.5
15,4230,0.5
15,4236,1.5
15,4256,4
15,4263,4
15,4322,1
15,4351,3
15,4356,1
15,4364,5
15,4368,4
15,4369,2
15,4370,1
15,4392,5
15,4393,1
15,4395,2.5
15,4396,4.5
15,4405,3
15,4418,4
15,4421,1.5
15,4431,3
15,4446,2
15,4483,0.5
15,4492,1
15,4499,3.5
15,4513,0.5
15,4548,4
15,4553,1
15,4564,2.5
15,4568,2.5
15,4578,4
15,4582,3
15,4598,1
15,4603,2
15,4606,3
15,4608,3
15,4637,3
15,4639,3.5
15,4666,3.5
15,4667,2.5
15,4682,2
15,4687,3.5
15,4705,3
15,4709,1
15,4732,4
15,4737,3.5
15,4757,2
15,4760,3.5
15,4779,0.5
15,4792,1
15,4799,2
15,4821,4
15,4841,3.5
15,4844,3.5
15,4846,1
15,4847,1
15,4848,1
15,4855,1
15,4871,4.5
15,4874,1
15,4876,3
15,4879,1
15,4883,2
15,4888,2.5
15,4895,4
15,4917,2
15,4921,3.5
15,4923,3.5
15,4937,3.5
15,4939,4.5
15,5001,3.5
15,5006,3
15,5012,2
15,5021,3
15,5025,1
15,5031,0.5
15,5045,1
15,5082,1
15,5103,1.5
15,5109,2
15,5117,5
15,5122,1
15,5142,0.5
15,5149,3.5
15,5159,4
15,5160,1.5
15,5166,3.5
15,5173,2.5
15,5196,3
15,5226,2.5
15,5381,2.5
15,5382,4
15,5388,1.5
15,5394,2.5
15,5412,3
15,5432,1
15,5433,1.5
15,5435,1.5
15,5449,2.5
15,5450,3.5
15,5473,3
15,5476,3
15,5479,1
15,5480,2
15,5486,3.5
15,5522,0.5
15,5530,3
15,5564,1
15,5570,2.5
15,5582,2.5
15,5584,4.5
15,5587,4
15,5595,2.5
15,5606,2
15,5610,3
15,5612,2
15,5622,2.5
15,5628,2
15,5723,5
15,5728,4
15,5850,2
15,5870,2.5
15,5907,4
15,5926,1
15,5943,1
15,5965,2.5
15,5968,1.5
15,5972,2
15,5976,1.5
15,5977,0.5
15,6030,0.5
15,6033,3.5
15,6087,3.5
15,6113,3.5
15,6124,5
15,6137,3.5
15,6143,4.5
15,6157,0.5
15,6161,1
15,6172,1.5
15,6177,0.5
15,6187,3.5
15,6191,3
15,6199,1.5
15,6203,1
15,6215,2
15,6225,2.5
15,6232,4.5
15,6237,1.5
15,6271,2
15,6277,1.5
15,6299,2.5
15,6364,2.5
15,6366,2
15,6368,4
15,6377,1
15,6379,2.5
15,6382,1
15,6389,1.5
15,6390,4
15,6405,2.5
15,6414,2.5
15,6420,4
15,6422,1.5
15,6425,2
15,6427,0.5
15,6434,3
15,6442,0.5
15,6447,1
15,6449,2
15,6459,3.5
15,6461,3.5
15,6486,1.5
15,6500,2.5
15,6502,0.5
15,6516,4
15,6517,1.5
15,6520,3
15,6553,2.5
15,6606,3.5
15,6607,3.5
15,6613,4.5
15,6622,1.5
15,6633,2
15,6647,1.5
15,6670,1.5
15,6679,3.5
15,6693,3.5
15,6698,1.5
15,6706,2.5
15,6709,3
15,6712,4
15,6714,2
15,6722,1
15,6725,2.5
15,6729,4.5
15,6732,3.5
15,6745,4.5
15,6766,1
15,6772,1
15,6775,3.5
15,6782,2.5
15,6832,3
15,6833,1
15,6850,1.5
15,6859,4
15,6860,1.5
15,6867,1
15,6878,1.5
15,6893,4.5
15,6906,1.5
15,6921,4.5
15,6924,2.5
15,6932,3.5
15,6936,1
15,6943,3.5
15,6950,1.5
15,6955,0.5
15,6956,3
15,6957,4.5
15,6958,1
15,6959,1
15,6968,3.5
15,6981,4
15,6986,3.5
15,6994,1
15,6999,2
15,7009,1
15,7015,2
15,7053,3.5
15,7069,3
15,7091,2
15,7099,1.5
15,7131,0.5
15,7136,3
15,7137,1.5
15,7141,1
15,7151,1.5
15,7153,3
15,7160,0.5
15,7173,3.5
15,7175,1.5
15,7181,4
15,7186,3
15,7187,4
15,7190,3.5
15,7193,1
15,7195,4.5
15,7202,4
15,7203,3
15,7213,2
15,7219,1
15,7226,2
15,7228,0.5
15,7230,4.5
15,7233,4
15,7234,3
15,7263,5
15,7300,3.5
15,7304,1.5
15,7305,2.5
15,7326,1
15,7339,2
15,7342,2.5
15,7354,1.5
15,7359,1
15,7389,4
15,7391,1
15,7405,3.5
15,7446,4
15,7457,1.5
15,7458,0.5
15,7478,2
15,7480,4
15,7485,3
15,7487,3
15,7497,2.5
15,7503,1
15,7532,3
15,7536,4.5
15,7550,2.5
15,7552,5
15,7557,2.5
15,7564,1.5
15,7568,1
15,7577,1.5
15,7586,1
15,7588,3
15,7595,2
15,7596,4
15,7617,2.5
15,7619,4
15,7629,3
15,7630,3.5
15,7638,1
15,7641,3
15,7647,2
15,7648,3
15,7652,3
15,7668,3
15,7676,0.5
15,7684,1
15,7685,3.5
15,7697,0.5
15,7699,4
15,7705,3
15,7712,2.5
15,7713,2.5
15,7751,4
15,7761,1.5
15,7766,1
15,7777,5
15,7779,4
15,7784,2.5
15,7788,0.5
15,7794,1.5
15,7798,1
15,7800,0.5
15,7804,4.5
15,7810,2.5
15,7813,2
15,7818,3
15,7819,2.5
15,7820,1
15,7821,3.5
15,7827,1.5
15,7832,4.5
15,7848,1.5
15,7857,3
15,7863,1.5
15,7864,5
15,7866,3
15,7873,1
15,7880,3.5
15,7889,4.5
15,7891,0.5
15,7895,4
15,7899,3
15,7905,1
15,7927,0.5
15,7928,1
15,7929,3
15,7930,2
15,7931,1
15,7937,2.5
15,7938,4.5
15,7939,4
15,7945,3
15,7972,2.5
15,8004,2
15,8022,1
15,8026,4
15,8027,2.5
15,8030,1.5
15,8031,1.5
15,8037,1
15,8046,1
15,8058,0.5
15,8064,3.5
15,8066,1
15,8079,1.5
15,8087,3
15,8090,2
15,8098,3.5
15,8110,2.5
15,8132,2.5
15,8135,3.5
15,8153,2.5
15,8155,3
15,8157,2.5
15,8163,0.5
15,8186,0.5
15,8192,3
15,8200,3.5
15,8204,1
15,8213,2.5
15,8224,4
15,8232,2
15,8234,0.5
15,8243,2.5
15,8244,1
15,8249,3
15,8253,1.5
15,8254,3
15,8255,1
15,8278,1
15,8284,2
15,8293,3
15,8305,0.5
15,8310,2.5
15,8317,5
15,8319,0.5
15,8320,1
15,8326,1
15,8342,1.5
15,8375,3
15,8378,3.5
15,8380,4
15,8397,3.5
15,8412,2
15,8414,1
15,8428,2
15,8441,1.5
15,8443,4.5
15,8451,0.5
15,8453,4
15,8463,4.5
15,8471,2
15,8472,0.5
15,8485,1
15,8489,1.5
15,8498,0.5
15,8506,1
15,8511,1.5
15,8512,2.5
15,8516,3
15,8522,4
15,8532,0.5
15,8550,1
15,8552,4
15,8558,4.5
15,8564,4.5
15,8565,4.5
15,8574,3.5
15,8575,2.5
15,8582,3.5
15,8589,1.5
15,8590,4.5
15,8593,4
15,8604,4.5
15,8608,1.5
15,8617,2
15,8637,1
15,8643,4
15,8662,3.5
15,8664,5
15,8665,1.5
15,8669,3.5
15,8675,1
15,8682,0.5
15,8688,4.5
15,8695,1
15,8701,4
15,8715,1.5
15,8726,2
15,8731,1.5
15,8735,3
15,8740,3
15,8741,4.5
15,8745,1
15,8746,3.5
15,8748,3
15,8749,3
15,8750,3
15,8751,0.5
15,8752,1
15,8753,3
15,8754,2.5
15,8770,1
15,8782,2.5
15,8802,1.5
15,8810,0.5
15,8816,2
15,8822,3
15,8828,0.5
15,8834,3
15,8838,3
15,8841,3
15,8860,4
15,8864,1
15,8867,0.5
15,8872,1
15,8877,3
15,8883,3
15,8888,1.5
15,8897,3.5
15,8910,2.5
15,8915,3.5
15,8916,2
15,8918,2.5
15,8920,4
15,8924,4
15,8926,2.5
15,8944,0.5
15,8962,3
15,8968,2.5
15,8979,1
15,8996,3.5
15,9002,3.5
15,9003,4
15,9018,2
15,9019,1.5
15,9020,3
15,9027,1
15,9030,0.5
15,9031,3.5
15,9033,1.5
15,9034,2
15,9037,3.5
15,9039,3.5
15,9041,1
15,9043,2
15,9044,1
15,9045,4
15,9047,1
15,9048,2.5
15,9051,1
15,9053,4
15,9058,0.5
16,285,4
16,303,4
16,473,4
16,627,4
16,1316,5
16,1353,5
16,1524,3.5
16,1575,4
16,1802,3.5
16,2036,4
16,2165,5
16,2242,3
16,2289,4
16,2894,4
16,3698,4.5
16,3715,4.5
16,3739,5
16,3769,4
16,3872,4.5
16,4082,3
16,4136,4.5
16,4428,4
16,4760,4.5
16,5107,4
17,6,4.5
17,25,4.5
17,29,4.5
17,35,4.5
17,46,5
17,150,4
17,152,3.5
17,175,5
17,197,2.5
17,208,5
17,233,3.5
17,259,2
17,276,3.5
17,314,3.5
