135,Beyond Rangoon (1995),,,,,
136,Blue in the Face (1995),,,,,
137,Canadian Bacon (1995),,,,,
138,Casper (1995),,,,,
139,Clockers (1995),,,,,
140,Congo (1995),,,,,
141,Crimson Tide (1995),,,,,
142,Crumb (1994),,,,,
143,Desperado (1995),,,,,
144,Devil in a Blue Dress (1995),,,,,
145,Die Hard: With a Vengeance (1995),,,,,
146,Doom Generation,,,,,
147,Feast of July (1995),,,,,
148,First Knight (1995),,,,,
149,Free Willy 2: The Adventure Home (1995),,,,,
150,Hackers (1995),,,,,
151,Jeffrey (1995),,,,,
152,Johnny Mnemonic (1995),,,,,
153,Judge Dredd (1995),,,,,
154,Jury Duty (1995),,,,,
155,Kids (1995),,,,,
156,Living in Oblivion (1995),,,,,
157,Lord of Illusions (1995),,,,,
158,Love & Human Remains (1993),,,,,
159,Mad Love (1995),,,,,
160,Mallrats (1995),,,,,
161,Mighty Morphin Power Rangers: The Movie (1995),,,,,
162,Mute Witness (1994),,,,,
163,Nadja (1994),,,,,
164,Net,,,,,
165,Nine Months (1995),,,,,
166,Party Girl (1995),,,,,
167,Prophecy,,,,,
168,Reckless (1995),,,,,
169,Safe (1995),,,,,
170,Scarlet Letter,,,,,
171,Showgirls (1995),,,,,
172,Smoke (1995),,,,,
173,Something to Talk About (1995),,,,,
174,Species (1995),,,,,
175,Strange Days (1995),,,,,
176,Umbrellas of Cherbourg,,,,,
177,Tie That Binds,,,,,
178,Three Wishes (1995),,,,,
179,Total Eclipse (1995),,,,,
180,To Wong Foo,,,,,
181,Under Siege 2: Dark Territory (1995),,,,,
182,Unstrung Heroes (1995),,,,,
183,Unzipped (1995),,,,,
184,Walk in the Clouds,,,,,
185,Waterworld (1995),,,,,
186,White Man's Burden (1995),,,,,
187,Browning Version,,,,,
188,Burnt by the Sun (Utomlyonnye solntsem) (1994),,,,,
189,Before the Rain (Pred dozhdot) (1994),,,,,
190,Before Sunrise (1995),,,,,
191,Billy Madison (1995),,,,,
192,Babysitter,,,,,
193,Boys on the Side (1995),,,,,
194,Cure,,,,,
195,Castle Freak (1995),,,,,
196,Circle of Friends (1995),,,,,
197,Clerks (1994),,,,,
198,Don Juan DeMarco (1995),,,,,
199,Disclosure (1994),,,,,
200,Drop Zone (1994),,,,,
201,Destiny Turns on the Radio (1995),,,,,
202,Death and the Maiden (1994),,,,,
203,Dolores Claiborne (1995),,,,,
204,Dumb & Dumber (Dumb and Dumber) (1994),,,,,
205,Eat Drink Man Woman (Yin shi nan nu) (1994),,,,,
206,Exotica (1994),,,,,
207,Exit to Eden (1994),,,,,
208,Ed Wood (1994),,,,,
209,French Kiss (1995),,,,,
210,Forget Paris (1995),,,,,
211,Far From Home: The Adventures of Yellow Dog (1995),,,,,
212,Goofy Movie,,,,,
213,Hideaway (1995),,,,,
214,Fluke (1995),,,,,
215,Farinelli: il castrato (1994),,,,,
216,Gordy (1995),,,,,
217,Gumby: The Movie (1995),,,,,
218,The Glass Shield (1994),,,,,
219,Hoop Dreams (1994),,,,,
220,Heavenly Creatures (1994),,,,,
221,Houseguest (1994),,,,,
222,Immortal Beloved (1994),,,,,
223,Heavyweights (Heavy Weights) (1995),,,,,
224,Hunted,,,,,
225,I.Q. (1994),,,,,
226,Interview with the Vampire: The Vampire Chronicles (1994),,,,,
227,Jefferson in Paris (1995),,,,,
228,Jerky Boys,,,,,
229,Junior (1994),,,,,
230,Just Cause (1995),,,,,
231,Kid in King Arthur's Court,,,,,
232,Kiss of Death (1995),,,,,
233,Star Wars: Episode IV - A New Hope (1977),,,,,
234,Little Women (1994),,,,,
235,Little Princess,,,,,
236,Ladybird Ladybird (1994),,,,,
237,Enfer,,,,,
238,Like Water for Chocolate (Como agua para chocolate) (1992),,,,,
239,Legends of the Fall (1994),,,,,
240,Major Payne (1995),,,,,
241,Little Odessa (1994),,,,,
242,My Crazy Life (Mi vida loca) (1993),,,,,
243,Love Affair (1994),,,,,
244,Losing Isaiah (1995),,,,,
245,Madness of King George,,,,,
246,Mary Shelley's Frankenstein (Frankenstein) (1994),,,,,
247,Man of the House (1995),,,,,
248,Mixed Nuts (1994),,,,,
249,Milk Money (1994),,,,,
250,Miracle on 34th Street (1994),,,,,
251,Miami Rhapsody (1995),,,,,
252,My Family (1995),,,,,
253,Murder in the First (1995),,,,,
254,Nobody's Fool (1994),,,,,
255,Nell (1994),,,,,
256,New Jersey Drive (1995),,,,,
257,Beyond Bedlam (1993),,,,,
258,Nina Takes a Lover (1994),,,,,
259,Natural Born Killers (1994),,,,,
260,Only You (1994),,,,,
261,Once Were Warriors (1994),,,,,
262,Poison Ivy II (1996),,,,,
263,Outbreak (1995),,,,,
264,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),,,,,
265,Perez Family,,,,,
266,Pyromaniac's Love Story,,,,,
267,Pulp Fiction (1994),,,,,
268,Priest (1994),,,,,
269,Quiz Show (1994),,,,,
270,Picture Bride (Bijo photo) (1994),,,,,
271,Queen Margot (Reine Margot,,,,,
272,Quick and the Dead,,,,,
273,Roommates (1995),,,,,
274,Ready to Wear (Pret-A-Porter) (1994),,,,,
275,Three Colors: Red (Trois couleurs: Rouge) (1994),,,,,
276,Three Colors: Blue (Trois couleurs: Bleu) (1993),,,,,
277,Three Colors: White (Trzy kolory: Bialy) (1994),,,,,
278,Red Firecracker,,,,,
279,Stuart Saves His Family (1995),,,,,
280,Swan Princess,,,,,
281,Secret of Roan Inish,,,,,
282,Specialist,,,,,
283,Stargate (1994),,,,,
284,Santa Clause,,,,,
285,Shawshank Redemption,,,,,
286,Shallow Grave (1994),,,,,
287,Suture (1993),,,,,
288,Strawberry and Chocolate (Fresa y chocolate) (1993),,,,,
289,Swimming with Sharks (1995),,,,,
290,Sum of Us,,,,,
291,National Lampoon's Senior Trip (1995),,,,,
292,To Live (Huozhe) (1994),,,,,
293,Tank Girl (1995),,,,,
294,Tales from the Crypt Presents: Demon Knight (1995),,,,,
295,Star Trek: Generations (1994),,,,,
296,Tales from the Hood (1995),,,,,
297,Tom & Viv (1994),,,,,
298,Village of the Damned (1995),,,,,
299,Tommy Boy (1995),,,,,
300,Vanya on 42nd Street (1994),,,,,
301,Underneath (1995),,,,,
302,Walking Dead,,,,,
303,What's Eating Gilbert Grape (1993),,,,,
304,Virtuosity (1995),,,,,
305,While You Were Sleeping (1995),,,,,
306,War,,,,,
307,Double Happiness (1994),,,,,
308,Muriel's Wedding (1994),,,,,
309,Baby-Sitters Club,,,,,
310,Ace Ventura: Pet Detective (1994),,,,,
311,Adventures of Priscilla,,,,,
312,Backbeat (1993),,,,,
313,Bitter Moon (1992),,,,,
314,Bullets Over Broadway (1994),,,,,
315,Clear and Present Danger (1994),,,,,
316,Client,,,,,
317,Corrina,,,,,
318,Crooklyn (1994),,,,,
319,Crow,,,,,
320,Cobb (1994),,,,,
321,Flintstones,,,,,
322,Forrest Gump (1994),,,,,
323,Four Weddings and a Funeral (1994),,,,,
324,Higher Learning (1995),,,,,
325,I Love Trouble (1994),,,,,
326,It Could Happen to You (1994),,,,,
327,Jungle Book,,,,,
328,Wonderful,,,,,
329,Lion King,,,,,
330,Little Buddha (1993),,,,,
331,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale,,,,,
332,Mask,,,,,
333,Maverick (1994),,,,,
334,Mrs. Parker and the Vicious Circle (1994),,,,,
335,Naked Gun 33 1/3: The Final Insult (1994),,,,,
336,Paper,,,,,
337,Reality Bites (1994),,,,,
338,Red Rock West (1992),,,,,
339,Richie Rich (1994),,,,,
340,Safe Passage (1994),,,,,
341,River Wild,,,,,
342,Speed (1994),,,,,
343,Speechless (1994),,,,,
344,Timecop (1994),,,,,
345,True Lies (1994),,,,,
346,When a Man Loves a Woman (1994),,,,,
347,Wolf (1994),,,,,
348,Wyatt Earp (1994),,,,,
349,Bad Company (1995),,,,,
350,Low Down Dirty Shame,,,,,
351,Boys Life (1995),,,,,
352,Colonel Chabert,,,,,
353,Faster Pussycat! Kill! Kill! (1965),,,,,
354,Jason's Lyric (1994),,,,,
355,Secret Adventures of Tom Thumb,,,,,
356,Street Fighter (1994),,,,,
357,Mirage (1995),,,,,
358,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),,,,,
359,In the Mouth of Madness (1995),,,,,
360,8 Seconds (1994),,,,,
361,Above the Rim (1994),,,,,
362,Addams Family Values (1993),,,,,
363,Age of Innocence,,,,,
364,Airheads (1994),,,,,
365,Air Up There,,,,,
366,Another Stakeout (1993),,,,,
367,Bad Girls (1994),,,,,
368,Barcelona (1994),,,,,
369,Being Human (1993),,,,,
370,Beverly Hillbillies,,,,,
371,Beverly Hills Cop III (1994),,,,,
372,Black Beauty (1994),,,,,
373,Blink (1994),,,,,
374,Blown Away (1994),,,,,
375,Blue Chips (1994),,,,,
376,Blue Sky (1994),,,,,
377,Body Snatchers (1993),,,,,
378,Boxing Helena (1993),,,,,
379,Bronx Tale,,,,,
380,Cabin Boy (1994),,,,,
381,Carlito's Way (1993),,,,,
382,City Slickers II: The Legend of Curly's Gold (1994),,,,,
383,Clean Slate (1994),,,,,
384,Cliffhanger (1993),,,,,
385,Coneheads (1993),,,,,
386,Color of Night (1994),,,,,
387,Cops and Robbersons (1994),,,,,
388,Cowboy Way,,,,,
389,Dangerous Game (1993),,,,,
390,Dave (1993),,,,,
391,Dazed and Confused (1993),,,,,
392,Demolition Man (1993),,,,,
393,Endless Summer 2,,,,,
394,Even Cowgirls Get the Blues (1993),,,,,
395,Fatal Instinct (1993),,,,,
396,Farewell My Concubine (Ba wang bie ji) (1993),,,,,
397,Favor,,,,,
398,Fearless (1993),,,,,
399,Fear of a Black Hat (1994),,,,,
400,With Honors (1994),,,,,
401,Flesh and Bone (1993),,,,,
402,Widows' Peak (1994),,,,,
403,For Love or Money (1993),,,,,
404,Firm,,,,,
405,Free Willy (1993),,,,,
406,Fresh (1994),,,,,
407,Fugitive,,,,,
408,Geronimo: An American Legend (1993),,,,,
409,Getaway,,,,,
410,Getting Even with Dad (1994),,,,,
411,Go Fish (1994),,,,,
412,Guilty as Sin (1993),,,,,
413,Hard Target (1993),,,,,
414,Heaven & Earth (1993),,,,,
415,Hot Shots! Part Deux (1993),,,,,
416,Live Nude Girls (1995),,,,,
417,Englishman Who Went Up a Hill But Came Down a Mountain,,,,,
418,House of the Spirits,,,,,
419,House Party 3 (1994),,,,,
420,Hudsucker Proxy,,,,,
421,I'll Do Anything (1994),,,,,
422,In the Army Now (1994),,,,,
423,In the Line of Fire (1993),,,,,
424,In the Name of the Father (1993),,,,,
425,Inkwell,,,,,
426,What's Love Got to Do with It? (1993),,,,,
427,Judgment Night (1993),,,,,
428,Jurassic Park (1993),,,,,
429,Kalifornia (1993),,,,,
430,Killing Zoe (1994),,,,,
431,King of the Hill (1993),,,,,
432,Lassie (1994),,,,,
433,Last Action Hero (1993),,,,,
434,Life with Mikey (1993),,,,,
435,Lightning Jack (1994),,,,,
436,M. Butterfly (1993),,,,,
437,Made in America (1993),,,,,
438,Malice (1993),,,,,
439,Man Without a Face,,,,,
440,Manhattan Murder Mystery (1993),,,,,
441,Menace II Society (1993),,,,,
442,Executive Decision (1996),,,,,
443,In the Realm of the Senses (Ai no corrida) (1976),,,,,
444,What Happened Was... (1994),,,,,
445,Much Ado About Nothing (1993),,,,,
446,Mr. Jones (1993),,,,,
447,Mr. Wonderful (1993),,,,,
448,Mrs. Doubtfire (1993),,,,,
449,Naked (1993),,,,,
450,Next Karate Kid,,,,,
451,No Escape (1994),,,,,
452,North (1994),,,,,
453,Orlando (1992),,,,,
454,Perfect World,,,,,
455,Philadelphia (1993),,,,,
456,Piano,,,,,
457,Poetic Justice (1993),,,,,
458,Program,,,,,
459,Puppet Masters,,,,,
460,Radioland Murders (1994),,,,,
461,Ref,,,,,
462,Remains of the Day,,,,,
463,Renaissance Man (1994),,,,,
464,Rising Sun (1993),,,,,
465,Road to Wellville,,,,,
466,RoboCop 3 (1993),,,,,
467,Robin Hood: Men in Tights (1993),,,,,
468,Romeo Is Bleeding (1993),,,,,
469,Romper Stomper (1992),,,,,
470,Ruby in Paradise (1993),,,,,
471,Rudy (1993),,,,,
472,Savage Nights (Nuits fauves,,,,,
473,Schindler's List (1993),,,,,
474,Scout,,,,,
475,Searching for Bobby Fischer (1993),,,,,
476,Secret Garden,,,,,
477,Serial Mom (1994),,,,,
478,Shadow,,,,,
479,Shadowlands (1993),,,,,
480,Short Cuts (1993),,,,,
481,Simple Twist of Fate,,,,,
482,Sirens (1994),,,,,
483,Six Degrees of Separation (1993),,,,,
484,Sleepless in Seattle (1993),,,,,
485,Sliver (1993),,,,,
486,Blade Runner (1982),,,,,
487,Son in Law (1993),,,,,
488,So I Married an Axe Murderer (1993),,,,,
489,Striking Distance (1993),,,,,
490,Super Mario Bros. (1993),,,,,
491,Surviving the Game (1994),,,,,
492,Terminal Velocity (1994),,,,,
493,Thirty-Two Short Films About Glenn Gould (1993),,,,,
494,Threesome (1994),,,,,
495,Nightmare Before Christmas,,,,,
496,Three Musketeers,,,,,
497,Tombstone (1993),,,,,
498,Trial by Jury (1994),,,,,
499,True Romance (1993),,,,,
500,War Room,,,,,
501,Pagemaster,,,,,
502,Paris,,,,,
503,Killer (Bulletproof Heart) (1994),,,,,
504,Welcome to the Dollhouse (1995),,,,,
505,Germinal (1993),,,,,
506,Chasers (1994),,,,,
507,Cronos (1993),,,,,
508,Kika (1993),,,,,
509,Bhaji on the Beach (1993),,,,,
510,Little Big League (1994),,,,,
511,Wedding Gift,,,,,
512,Ciao,,,,,
513,Spanking the Monkey (1994),,,,,
514,Little Rascals,,,,,
515,Andre (1994),,,,,
516,Princess Caraboo (1994),,,,,
517,Celluloid Closet,,,,,
518,Métisse (Café au Lait) (1993),,,,,
519,Brady Bunch Movie,,,,,
520,Home Alone (1990),,,,,
521,Ghost (1990),,,,,
522,Aladdin (1992),,,,,
523,Terminator 2: Judgment Day (1991),,,,,
524,Dances with Wolves (1990),,,,,
525,Batman (1989),,,,,
526,Silence of the Lambs,,,,,
527,Snow White and the Seven Dwarfs (1937),,,,,
528,Beauty and the Beast (1991),,,,,
529,Pinocchio (1940),,,,,
530,Pretty Woman (1990),,,,,
531,Wild Bunch,,,,,
532,Love and a .45 (1994),,,,,
533,Bye Bye,,,,,
534,One Fine Day (1996),,,,,
535,Candyman: Farewell to the Flesh (1995),,,,,
536,Fargo (1996),,,,,
537,Homeward Bound II: Lost in San Francisco (1996),,,,,
538,Heavy Metal (1981),,,,,
539,Hellraiser: Bloodline (1996),,,,,
540,Pallbearer,,,,,
541,Jane Eyre (1996),,,,,
542,Loaded (1994),,,,,
543,Bread and Chocolate (Pane e cioccolata) (1973),,,,,
544,Aristocats,,,,,
545,Flower of My Secret,,,,,
546,Ed (1996),,,,,
547,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),,,,,
548,My Favorite Season (1993),,,,,
549,Thin Line Between Love and Hate,,,,,
550,Last Supper,,,,,
551,Primal Fear (1996),,,,,
552,Carried Away (1996),,,,,
553,All Dogs Go to Heaven 2 (1996),,,,,
554,Land and Freedom (Tierra y libertad) (1995),,,,,
555,Denise Calls Up (1995),,,,,
556,Family Thing,,,,,
557,Sgt. Bilko (1996),,,,,
558,Jack and Sarah (1995),,,,,
559,Girl 6 (1996),,,,,
560,Diabolique (1996),,,,,
561,Courage Under Fire (1996),,,,,
562,Mission: Impossible (1996),,,,,
563,Moll Flanders (1996),,,,,
564,Superweib,,,,,
565,Dragonheart (1996),,,,,
566,Eddie (1996),,,,,
567,Purple Noon (Plein soleil) (1960),,,,,
568,James and the Giant Peach (1996),,,,,
569,Fear (1996),,,,,
570,Kids in the Hall: Brain Candy (1996),,,,,
571,Faithful (1996),,,,,
572,Underground (1995),,,,,
573,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),,,,,
574,Song of the Little Road (Pather Panchali) (1955),,,,,
575,World of Apu,,,,,
576,Mystery Science Theater 3000: The Movie (1996),,,,,
577,Space Jam (1996),,,,,
578,Barbarella (1968),,,,,
579,Some Folks Call It a Sling Blade (1993),,,,,
580,Run of the Country,,,,,
581,Alphaville (Alphaville,,,,,
582,Coup de torchon (Clean Slate) (1981),,,,,
583,It's My Party (1996),,,,,
584,Country Life (1994),,,,,
585,Operation Dumbo Drop (1995),,,,,
586,Promise,,,,,
587,Mrs. Winterbourne (1996),,,,,
588,Solo (1996),,,,,
589,Substitute,,,,,
590,True Crime (1996),,,,,
591,Butterfly Kiss (1995),,,,,
592,Feeling Minnesota (1996),,,,,
593,Delta of Venus (1995),,,,,
594,Angus (1995),,,,,
595,Faces (1968),,,,,
596,Boys (1996),,,,,
597,Quest,,,,,
598,Cosi (1996),,,,,
599,Mulholland Falls (1996),,,,,
600,Truth About Cats & Dogs,,,,,
601,Oliver & Company (1988),,,,,
602,Celtic Pride (1996),,,,,
603,Flipper (1996),,,,,
604,Dead Man (1995),,,,,
605,Horseman on the Roof,,,,,
606,Visitors,,,,,
607,Multiplicity (1996),,,,,
608,Wallace & Gromit: The Best of Aardman Animation (1996),,,,,
609,Halfmoon (Paul Bowles - Halbmond) (1995),,,,,
610,Haunted World of Edward D. Wood Jr.,,,,,
611,Craft,,,,,
612,Great White Hype,,,,,
613,Last Dance (1996),,,,,
614,Cold Comfort Farm (1995),,,,,
615,Heaven's Prisoners (1996),,,,,
616,Rock,,,,,
617,Cemetery Man (Dellamorte Dellamore) (1994),,,,,
618,Twister (1996),,,,,
619,Barb Wire (1996),,,,,
620,Ghost in the Shell (Kôkaku kidôtai) (1995),,,,,
621,Thinner (1996),,,,,
622,Spy Hard (1996),,,,,
623,Wallace & Gromit: A Close Shave (1995),,,,,
624,Force of Evil (1948),,,,,
625,Stupids,,,,,
626,Arrival,,,,,
627,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),,,,,
628,Month by the Lake,,,,,
629,Gold Diggers: The Secret of Bear Mountain (1995),,,,,
630,Kim (1950),,,,,
631,Carmen Miranda: Bananas Is My Business (1994),,,,,
632,Ashes of Time (Dung che sai duk) (1994),,,,,
633,Maya Lin: A Strong Clear Vision (1994),,,,,
634,Stalingrad (1993),,,,,
635,Phantom,,,,,
636,Striptease (1996),,,,,
637,Heavy (1995),,,,,
638,Jack (1996),,,,,
639,I Shot Andy Warhol (1996),,,,,
640,Grass Harp,,,,,
641,Marlene Dietrich: Shadow and Light (1996),,,,,
642,Spirits of the Dead (1968),,,,,
643,Trainspotting (1996),,,,,
644,'Til There Was You (1997),,,,,
645,Independence Day (a.k.a. ID4) (1996),,,,,
646,Stealing Beauty (1996),,,,,
647,Fan,,,,,
648,Hunchback of Notre Dame,,,,,
649,Cable Guy,,,,,
650,Kingpin (1996),,,,,
651,Eraser (1996),,,,,
652,Gate of Heavenly Peace,,,,,
653,Nutty Professor,,,,,
654,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),,,,,
655,Daylight (1996),,,,,
656,Frighteners,,,,,
657,Lone Star (1996),,,,,
658,Harriet the Spy (1996),,,,,
659,Phenomenon (1996),,,,,
660,Walking and Talking (1996),,,,,
661,She's the One (1996),,,,,
662,Time to Kill,,,,,
663,American Buffalo (1996),,,,,
664,Alaska (1996),,,,,
665,Fled (1996),,,,,
666,Kazaam (1996),,,,,
667,Larger Than Life (1996),,,,,
668,Two Deaths (1995),,,,,
669,Very Brady Sequel,,,,,
670,Death in the Garden (Mort en ce jardin,,,,,
671,Kaspar Hauser (1993),,,,,
672,Adventures of Pinocchio,,,,,
673,Joe's Apartment (1996),,,,,
674,First Wives Club,,,,,
675,Stonewall (1995),,,,,
676,Ransom (1996),,,,,
677,High School High (1996),,,,,
678,Phat Beach (1996),,,,,
679,Foxfire (1996),,,,,
680,Chain Reaction (1996),,,,,
681,Matilda (1996),,,,,
682,Emma (1996),,,,,
683,Crow: City of Angels,,,,,
684,House Arrest (1996),,,,,
685,Eyes Without a Face (Yeux sans visage,,,,,
686,Tales from the Crypt Presents: Bordello of Blood (1996),,,,,
687,Story of Xinghua,,,,,
688,Day the Sun Turned Cold,,,,,
689,Flirt (1995),,,,,
690,Spitfire Grill,,,,,
691,Escape from L.A. (1996),,,,,
692,Cyclo (Xich lo) (1995),,,,,
693,Basquiat (1996),,,,,
694,Tin Cup (1996),,,,,
695,Ballad of Narayama,,,,,
696,Godfather,,,,,
697,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),,,,,
698,Wife,,,,,
699,Small Faces (1996),,,,,
700,Bound (1996),,,,,
701,Carpool (1996),,,,,
702,Kansas City (1996),,,,,
703,Gone Fishin' (1997),,,,,
704,Vive L'Amour (Ai qing wan sui) (1994),,,,,
705,Nothing to Lose (1994),,,,,
706,Supercop 2 (Project S) (Chao ji ji hua) (1993),,,,,
707,Relic,,,,,
708,Island of Dr. Moreau,,,,,
709,First Kid (1996),,,,,
710,Trigger Effect,,,,,
711,Bogus (1996),,,,,
712,Bulletproof (1996),,,,,
713,Land Before Time III: The Time of the Great Giving (1995),,,,,
714,1-900 (06) (1994),,,,,
715,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),,,,,
716,Twelfth Night (1996),,,,,
717,Mother Night (1996),,,,,
718,Wild Reeds (Les roseaux sauvages) (1994),,,,,
719,For Whom the Bell Tolls (1943),,,,,
720,Philadelphia Story,,,,,
721,Singin' in the Rain (1952),,,,,
722,American in Paris,,,,,
723,Funny Face (1957),,,,,
724,Breakfast at Tiffany's (1961),,,,,
725,Vertigo (1958),,,,,
726,Rear Window (1954),,,,,
727,It Happened One Night (1934),,,,,
728,Gaslight (1944),,,,,
729,Gay Divorcee,,,,,
730,North by Northwest (1959),,,,,
731,Apartment,,,,,
732,Some Like It Hot (1959),,,,,
733,Charade (1963),,,,,
734,Casablanca (1942),,,,,
735,Maltese Falcon,,,,,
736,My Fair Lady (1964),,,,,
737,Sabrina (1954),,,,,
738,Roman Holiday (1953),,,,,
739,Little Princess,,,,,
740,Meet Me in St. Louis (1944),,,,,
741,Wizard of Oz,,,,,
742,Gone with the Wind (1939),,,,,
743,My Favorite Year (1982),,,,,
744,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),,,,,
745,Citizen Kane (1941),,,,,
746,2001: A Space Odyssey (1968),,,,,
747,All About Eve (1950),,,,,
748,Women,,,,,
749,Rebecca (1940),,,,,
750,Foreign Correspondent (1940),,,,,
751,Notorious (1946),,,,,
752,Spellbound (1945),,,,,
753,Affair to Remember,,,,,
754,To Catch a Thief (1955),,,,,
755,Father of the Bride (1950),,,,,
756,Band Wagon,,,,,
757,Ninotchka (1939),,,,,
758,Love in the Afternoon (1957),,,,,
759,Gigi (1958),,,,,
760,Reluctant Debutante,,,,,
761,Adventures of Robin Hood,,,,,
762,Mark of Zorro,,,,,
763,Laura (1944),,,,,
764,Ghost and Mrs. Muir,,,,,
